icao24,origin_country,velocity,on_ground
ac7103,United States,262.58,False
a26a2c,United States,55.51,False
a5d1a2,United States,269.89,False
84d28e,Japan,265.41,False
aaf4c8,United States,174.67,False
a4fa2f,United States,60.36,False
aaeddb,United States,163.88,False
a0dadb,United States,198.78,False
a70aa1,United States,221.18,False
a88d10,United States,245.17,False
a7d725,United States,130.05,False
ac47de,United States,74.08,False
4aca8e,Sweden,212.59,False
7c1c23,Australia,44.04,False
344498,Spain,240.93,False
a52147,United States,181.37,False
ab7781,United States,229.96,False
a6f28c,United States,281.29,False
a0b9b1,United States,58.36,False
ab6458,United States,109.09,False
ae1414,United States,125.63,False
a27197,United States,234.38,False
e49eed,Brazil,97.71,False
ab14f5,United States,59.32,False
ae140f,United States,127.5,False
8014da,India,167.26,False
861e78,Japan,143.39,False
ad0750,United States,191.23,False
e49ef4,Brazil,221.19,False
ac1ab8,United States,211.22,False
e49ef3,Brazil,196.62,False
758339,Philippines,189.67,False
ac34e7,United States,91.39,False
86cec5,Japan,223.93,False
ae1403,United States,116.52,False
a09f2d,United States,82.77,False
49530b,Portugal,152.28,False
ad9d31,United States,40.64,False
a9a264,United States,208.36,False
aa929c,United States,217.62,False
75831c,Philippines,240.72,False
a38a87,United States,236.96,False
abb440,United States,270.64,False
a2717f,United States,239.37,False
a08c12,United States,43.59,False
a9a266,United States,28.29,True
aadae3,United States,254.43,False
758306,Philippines,172.05,False
e48ba8,Brazil,82.89,False
84cb66,Japan,217.39,False
a341dc,United States,52.65,False
a94b72,United States,140.54,False
c0480c,Canada,11.66,False
ae2761,United States,57.65,False
86d5e5,Japan,237.56,False
471f81,Hungary,145.41,False
ae0101,United States,217.59,False
ae5ab0,United States,26.58,False
a94b6b,United States,0.9,True
a64d16,United States,224.55,False
495309,Portugal,1.03,True
abfac6,United States,203.53,False
acba1b,United States,216.11,False
ac21af,United States,257.86,False
a3b7f4,United States,266.81,False
acba30,United States,207.0,False
c04826,Canada,3.6,True
e48ba7,Brazil,248.36,False
a4d7e0,United States,204.31,False
a341cc,United States,91.39,False
ace74e,United States,2.31,False
a4d7e4,United States,260.82,False
a58dd1,United States,39.13,False
ad077b,United States,248.31,False
a39d95,United States,179.07,False
abad6c,United States,219.28,False
e492a5,Brazil,239.9,False
a0092f,United States,50.12,True
a40d6c,United States,126.32,False
a42796,United States,7.17,False
aded25,United States,133.93,False
8014cf,India,91.92,False
ace764,United States,147.47,False
aadaed,United States,258.77,False
a2cd82,United States,2.06,True
a594ac,United States,219.63,False
758308,Philippines,192.13,False
a617d2,United States,58.89,False
aa91fe,United States,216.0,False
aa0909,United States,177.63,False
3c6744,Germany,132.79,False
471f66,Hungary,74.51,False
a296b6,United States,214.55,False
7c6a8d,Australia,209.58,False
40807a,United Kingdom,220.23,False
a0f630,United States,188.26,False
7c7183,Australia,114.79,False
a87a62,United States,57.15,False
34310d,Spain,0.0,True
a9ea22,United States,41.67,False
a5d1f7,United States,192.93,False
a94ae3,United States,106.06,False
a043ac,United States,256.79,False
a03cd6,United States,275.59,False
7c4910,Australia,10.8,True
a88d86,United States,313.4,False
a94ae5,United States,175.1,False
acd2d3,United States,126.29,False
a6a47a,United States,78.22,False
e49369,Brazil,231.98,False
a8f77c,United States,256.59,False
3c5426,Germany,111.45,False
a28fac,United States,50.68,False
c2bcd3,Canada,78.15,False
440cec,Austria,239.71,False
440ced,Austria,97.0,False
471f78,Hungary,1.03,True
3c5423,Germany,227.17,False
adfeda,United States,133.24,False
a9a1b9,United States,286.76,False
a28fc4,United States,158.26,False
a03ce6,United States,180.92,False
a76154,United States,226.37,False
a21c16,United States,132.47,False
a16ff1,United States,211.15,False
a34f0c,United States,190.31,False
ac1b80,United States,175.53,False
3c5422,Germany,203.04,False
a1c6a8,United States,6.17,True
ac82f8,United States,194.03,False
aa448c,United States,52.07,False
3c6750,Germany,166.59,False
ab0294,United States,52.02,False
a6eadd,United States,74.77,False
a8a7eb,United States,63.76,False
3c5434,Germany,7.2,True
0d0b75,Mexico,85.82,False
408064,United Kingdom,72.29,False
408062,United Kingdom,244.87,False
ae6249,United States,48.49,False
a9176c,United States,151.89,False
a4d91f,United States,109.84,False
3c542a,Germany,0.0,True
a58f14,United States,26.24,False
4520c4,Bulgaria,79.71,False
a28fb4,United States,190.63,False
e4a6f9,Brazil,175.08,False
a9046d,United States,226.63,False
c87f27,New Zealand,60.41,False
e48011,Brazil,0.0,True
a00978,United States,60.08,False
e48c4c,Brazil,216.12,False
a0ef0a,United States,56.15,False
c87f24,New Zealand,55.48,False
e48014,Brazil,232.07,False
c87f23,New Zealand,112.57,False
c87f22,New Zealand,134.13,False
a5f90e,United States,259.19,False
5003b8,San Marino,181.69,False
ae623d,United States,57.85,False
0d0b89,Mexico,112.69,False
408053,United Kingdom,172.45,False
abb2fe,United States,286.72,False
c87f2d,New Zealand,50.12,False
408051,United Kingdom,252.32,False
c07c7b,Canada,83.69,False
4400be,Austria,135.14,False
3c542e,Germany,112.53,False
3c542d,Germany,6.17,True
3c542c,Germany,223.54,False
0d0b7c,Mexico,2.06,True
a10308,United States,43.81,False
a7616c,United States,292.1,False
a73903,United States,44.76,False
c07c92,Canada,8.75,True
0d0b91,Mexico,233.35,False
a87a0d,United States,61.95,False
a724e1,United States,66.97,False
ab7704,United States,45.76,False
a594fa,United States,166.01,False
a46309,United States,52.16,False
a46304,United States,202.92,False
3c6708,Germany,247.81,False
a3696e,United States,148.98,False
3c6707,Germany,243.07,False
a71dee,United States,66.34,False
ae6266,United States,126.21,False
0d0b19,Mexico,213.12,False
440cc1,Austria,93.32,False
a4aae4,United States,110.04,False
a1fc3b,United States,213.62,False
0d1201,Mexico,240.1,False
801600,India,314.89,False
a844c7,United States,37.6,False
a604f9,United States,34.53,False
a0802e,United States,54.19,False
471f36,Hungary,235.88,False
3c6712,Germany,266.24,False
a1bff9,United States,234.49,False
3c6711,Germany,206.81,False
ada588,United States,43.49,False
ae5b70,United States,82.19,False
3c6716,Germany,229.6,False
a82aa0,United States,212.23,False
3c6715,Germany,295.53,False
a75a21,United States,173.75,False
a977f8,United States,58.07,False
a78770,United States,87.62,False
3c6719,Germany,244.69,False
a9b4a4,United States,194.1,False
a5d1c6,United States,129.56,False
a1034e,United States,56.1,False
471f31,Hungary,229.92,False
a21c4c,United States,196.64,False
a6fdd3,United States,150.81,False
a82aa8,United States,2.57,True
ae6265,United States,76.15,False
a77449,United States,301.21,False
a21c53,United States,216.52,False
a030a8,United States,184.97,False
0d0b30,Mexico,245.72,False
471f06,Hungary,231.14,False
a7878f,United States,0.0,True
a91739,United States,127.58,False
a1bfe4,United States,56.61,False
a65484,United States,220.98,False
a7745c,United States,216.01,False
a22315,United States,33.36,False
3c670b,Germany,278.1,False
e07542,Argentina,221.69,False
a426a5,United States,224.3,False
a4b1df,United States,114.94,False
a831b2,United States,181.83,False
a64d8b,United States,45.52,False
a95db5,United States,257.98,False
e49388,Brazil,227.85,False
ac9709,United States,263.04,False
a6eacf,United States,219.7,False
a977bb,United States,284.87,False
a76d90,United States,53.84,False
7809fb,China,215.48,False
a08021,United States,165.63,False
c823bd,New Zealand,32.88,False
40808c,United Kingdom,249.14,False
c81ce7,New Zealand,42.52,False
885283,Thailand,0.39,True
aa9de7,United States,0.0,True
e4805d,Brazil,136.93,False
c81ce9,New Zealand,47.29,False
7c4920,Australia,274.21,False
aa4440,United States,229.54,False
ac47b7,United States,235.48,False
885281,Thailand,163.59,False
a22f5b,United States,40.57,False
ae6277,United States,157.34,False
ae6284,United States,220.85,False
7c4926,Australia,0.0,True
aa3103,United States,112.57,False
a8dd27,United States,0.0,True
ab772d,United States,274.2,False
a64163,United States,201.59,False
5003e8,San Marino,122.67,False
75837b,Philippines,40.96,False
a64160,United States,230.12,False
a1fc18,United States,61.74,False
ac1d30,United States,120.41,False
a2ccee,United States,57.63,False
80174d,India,97.24,False
a4ac44,United States,38.16,False
a59662,United States,6.43,True
a4d97e,United States,15.43,True
aa7a1f,United States,274.53,False
a83f2b,United States,161.05,False
ab5dca,United States,37.55,False
a46345,United States,68.14,False
a60652,United States,2.06,True
a70c23,United States,40.97,False
e48c04,Brazil,125.87,False
abc7c6,United States,73.13,False
c02eca,Canada,230.99,False
a76cb4,United States,160.98,False
500371,San Marino,234.8,False
ace7aa,United States,227.51,False
a83f30,United States,76.65,False
a3a66d,United States,87.49,False
ac2412,United States,169.66,False
ac1d1b,United States,61.48,False
407b54,United Kingdom,63.67,False
a5cc35,United States,196.8,False
7c1ce5,Australia,69.3,False
a283ed,United States,194.69,False
ac6aa2,United States,40.72,False
7c6c52,Australia,180.01,False
a0807e,United States,169.57,False
c0850c,Canada,141.99,False
c07e32,Canada,187.51,False
800446,India,242.73,False
c07e33,Canada,287.13,False
7582f4,Philippines,103.12,False
abfd23,United States,219.79,False
c048cb,Canada,145.93,False
7c6c56,Australia,2.31,True
7c6c55,Australia,281.45,False
a40cca,United States,39.73,False
abea11,United States,222.3,False
801736,India,255.42,False
a08057,United States,0.06,True
ab9a32,United States,233.59,False
a21024,United States,94.92,False
a7e9de,United States,37.6,False
abc7e9,United States,132.42,False
c0853f,Canada,247.84,False
a0f67b,United States,86.77,False
39965b,France,0.0,True
ad574f,United States,281.99,False
a2e6dd,United States,51.57,False
c07e62,Canada,273.4,False
ac2439,United States,213.48,False
80172d,India,8.23,True
a6a3b2,United States,140.64,False
abc7e4,United States,49.77,False
710411,Saudi Arabia,255.47,False
a3f3ed,United States,42.12,False
abfd39,United States,251.0,False
a2ccbf,United States,44.66,False
c08537,Canada,8.75,True
a58f9a,United States,125.95,False
c08538,Canada,82.81,False
ac6aad,United States,125.25,False
ab1798,United States,78.92,False
a69c66,United States,164.83,False
a2d3b3,United States,187.34,False
ad9db8,United States,159.08,False
aa57d5,United States,239.57,False
a7e9e7,United States,73.36,False
0d0b02,Mexico,222.55,False
a1a0a1,United States,263.31,False
a85964,United States,2.83,True
ab5dfa,United States,220.87,False
a5df82,United States,196.85,False
c07e59,Canada,188.49,False
a46310,United States,251.51,False
a4b354,United States,57.52,False
500388,San Marino,247.18,False
a1acdb,United States,0.9,True
47a039,Norway,180.62,False
34804a,Spain,120.66,False
a2101f,United States,208.25,False
c81acb,New Zealand,28.74,False
a5cc3c,United States,202.02,False
a5d333,United States,55.28,False
ace7bf,United States,64.75,False
c035bf,Canada,140.06,False
ac377b,United States,82.83,False
acd4c3,United States,62.77,False
abfd66,United States,160.42,False
aae465,United States,291.61,False
a2107b,United States,212.92,False
3c7879,Germany,0.0,True
7cb036,Australia,41.06,False
a5f938,United States,229.4,False
3c4b32,Germany,253.31,False
3c4b27,Germany,264.38,False
ab179c,United States,57.14,False
a09eb8,United States,0.0,True
3c4b28,Germany,245.97,False
ae14c7,United States,73.02,False
a9ea61,United States,54.65,False
a3ffe0,United States,24.63,False
e49f5a,Brazil,155.2,False
a72604,United States,39.67,False
ab9a4e,United States,30.67,False
ac245c,United States,114.57,False
3c4b2d,Germany,230.21,False
a4bf41,United States,182.93,False
a546c9,United States,208.51,False
a1f05e,United States,138.42,False
3c787a,Germany,242.34,False
3c654a,Germany,211.32,False
7c6c96,Australia,209.86,False
7c6c95,Australia,232.24,False
3c4b35,Germany,261.59,False
a1781f,United States,224.39,False
a9047f,United States,205.9,False
a666a9,United States,76.67,False
3c4b2c,Germany,243.57,False
ac1d80,United States,88.52,False
3c4b2b,Germany,269.92,False
3c4b2a,Germany,235.42,False
7c6c99,Australia,239.63,False
3c6552,Germany,192.15,False
a5a9e6,United States,182.19,False
3c6569,Germany,272.7,False
a3ecc9,United States,64.85,False
c821ee,New Zealand,237.57,False
a9ea45,United States,44.14,False
a05827,United States,273.75,False
a70c08,United States,52.96,False
a5df1e,United States,53.79,False
a008aa,United States,148.25,False
abb4ea,United States,201.78,False
c821f8,New Zealand,103.75,False
c02eb9,Canada,260.06,False
a8e46b,United States,73.38,False
ae510b,United States,41.99,False
c08509,Canada,222.95,False
ac379a,United States,191.88,False
acd4d7,United States,276.23,False
ad5785,United States,249.79,False
80177b,India,161.95,False
a4d96c,United States,79.1,False
e48c30,Brazil,5.92,True
80177e,India,247.17,False
a008c5,United States,72.55,False
a5cc13,United States,202.33,False
a5cc12,United States,73.57,False
a008c9,United States,166.45,False
4cc27f,Iceland,206.61,False
e49f59,Brazil,242.82,False
7c6c73,Australia,52.51,False
801799,India,135.88,False
39e691,France,0.0,True
801798,India,71.41,False
a390d3,United States,59.64,False
3c6572,Germany,206.32,False
e49311,Brazil,227.91,False
ae4a23,United States,144.43,False
3443cc,Spain,16.46,False
ac247a,United States,74.27,False
ae4a21,United States,110.27,False
a6ec95,United States,4.12,True
ada5ed,United States,221.37,False
ada5ee,United States,265.48,False
adf567,United States,0.0,True
acd56e,United States,51.17,False
abb595,United States,252.9,False
a8f6fe,United States,150.89,False
846a34,Japan,209.81,False
a7b0c4,United States,194.49,False
a05882,United States,121.43,False
a880c8,United States,189.4,False
3443d2,Spain,108.43,False
a5707c,United States,235.86,False
a0587d,United States,130.91,False
a45091,United States,226.3,False
c01040,Canada,236.92,False
a7003d,United States,92.41,False
a368b2,United States,61.07,False
3c64a1,Germany,250.04,False
ae62aa,United States,199.52,False
c0103a,Canada,270.39,False
a03235,United States,0.0,True
0d10ac,Mexico,222.33,False
a235b7,United States,210.59,False
a248e6,United States,44.31,False
c01049,Canada,266.71,False
ae62c7,United States,162.19,False
a248e0,United States,29.33,False
a3ee0b,United States,134.18,False
a27e14,United States,80.67,False
a16519,United States,74.96,False
a9b63c,United States,293.2,False
3c64a6,Germany,222.07,False
a45072,United States,187.39,False
3c64a3,Germany,244.9,False
a9b62f,United States,106.1,False
a008ed,United States,274.32,False
abb59f,United States,230.93,False
a9af4b,United States,69.72,False
a27e21,United States,122.02,False
a2e806,United States,260.42,False
4080ea,United Kingdom,247.19,False
505ca6,Slovakia,218.13,False
c0105d,Canada,110.1,False
846a5b,Japan,277.56,False
a8469e,United States,90.08,False
addb4a,United States,265.67,False
a7000a,United States,125.63,False
a84663,United States,149.7,False
4aca64,Sweden,220.31,False
ad928e,United States,117.51,False
7c1cb2,Australia,36.72,False
a04597,United States,45.06,False
a8e3a8,United States,188.82,False
a95f5c,United States,34.02,False
a69c5e,United States,121.94,False
a5e679,United States,211.22,False
a27e81,United States,52.84,False
a6ec56,United States,265.98,False
7c6c25,Australia,234.17,False
ab77b9,United States,257.4,False
a2c209,United States,220.84,False
a222b2,United States,181.82,False
7c7f51,Australia,57.49,False
c02f6a,Canada,0.77,True
710415,Saudi Arabia,237.7,False
aaf720,United States,50.93,False
a46ec9,United States,49.48,False
4aca70,Sweden,166.8,False
a9797b,United States,25.0,False
ab77ac,United States,168.2,False
c01c48,Canada,98.48,False
a83326,United States,43.92,False
a6f326,United States,224.47,False
a0e2d9,United States,67.24,False
a9b62c,United States,268.27,False
a27221,United States,80.97,False
a7398e,United States,216.91,False
ae62fd,United States,179.36,False
ae62fe,United States,99.39,False
76b864,Singapore,162.84,False
ae62fc,United States,104.33,False
a653f7,United States,31.43,False
76b865,Singapore,235.42,False
7c2fd6,Australia,228.87,False
ad9293,United States,202.23,False
ab172f,United States,53.11,False
4aca6e,Sweden,149.7,False
a5e683,United States,61.48,False
a8e3b3,United States,215.17,False
a8dcba,United States,48.15,False
a475a3,United States,231.71,False
a1b535,United States,282.36,False
a7c3d9,United States,194.26,False
a57c9c,United States,55.89,False
a57061,United States,8.23,True
a773f8,United States,65.48,False
abfd00,United States,217.4,False
a22ee9,United States,56.83,False
a880b0,United States,150.53,False
a102b6,United States,38.01,False
a82025,United States,41.85,False
ab0416,United States,92.05,False
a355b1,United States,202.39,False
a69c91,United States,141.17,False
a7c3d5,United States,152.8,False
ab77d5,United States,136.49,False
a2d512,United States,43.73,False
a94c0d,United States,51.51,False
8687bc,Japan,179.55,False
76b86b,Singapore,237.15,False
c01024,Canada,6.17,True
aa2abc,United States,234.7,False
0a0088,Algeria,62.76,False
ab0425,United States,230.27,False
0a007e,Algeria,213.16,False
0a007c,Algeria,244.9,False
a1522b,United States,34.82,False
a368d3,United States,160.45,False
ade27a,United States,30.97,False
ab64b8,United States,261.11,False
aa44cf,United States,231.95,False
c81c31,New Zealand,57.99,False
c02358,Canada,9.26,True
c81c33,New Zealand,40.43,False
0a0084,Algeria,261.62,False
46b927,Greece,173.06,False
a27e53,United States,33.85,False
847114,Japan,148.42,False
a6ec65,United States,206.17,False
abc7b3,United States,35.68,False
a3db3e,United States,239.99,False
a2d56d,United States,261.29,False
c82335,New Zealand,125.53,False
ab15ba,United States,225.15,False
a2d56f,United States,228.02,False
7c6ac9,Australia,70.0,False
ac9850,United States,88.49,False
aa4548,United States,220.11,False
ac7e1c,United States,252.37,False
a5e5ae,United States,50.45,False
a2ce7f,United States,46.66,False
aa08fb,United States,52.27,False
a3ee7a,United States,30.63,False
a5ded5,United States,61.17,False
3c64fa,Germany,151.64,False
a8de10,United States,116.12,False
a3f579,United States,202.18,False
47b1dc,Norway,228.43,False
ac48f2,United States,196.22,False
a582bb,United States,202.55,False
a2d573,United States,201.34,False
a6b840,United States,231.64,False
ab0ef9,United States,143.02,False
abae2c,United States,260.83,False
873356,Japan,274.21,False
a45bd7,United States,222.57,False
a64e69,United States,225.73,False
84c068,Japan,197.04,False
ab4b34,United States,256.55,False
a69baf,United States,49.65,False
c03628,Canada,134.7,False
ac6b12,United States,190.11,False
a77528,United States,127.88,False
a6686c,United States,59.0,False
a52245,United States,60.88,False
abb537,United States,172.38,False
e4929c,Brazil,185.31,False
a3db5e,United States,253.34,False
a3088f,United States,260.1,False
a69bcd,United States,135.97,False
a2e87e,United States,192.19,False
a69bd9,United States,247.87,False
abb534,United States,211.23,False
440310,Austria,243.18,False
aaa86c,United States,3.86,False
